channel_id,channel_name,frame_type,name,go_const,go_file,band,description
0x000F,Interaction,0x0105,INTERACT_APPROVAL_RESULT,FrameInteractApprovalResult,interaction.go,application,"The human's completed decision (granted or denied); echoes the correlation token."
0x000F,Interaction,0x0106,INTERACT_CANCEL,FrameInteractCancel,interaction.go,application,"Withdraw an outstanding prompt or approval request, by its correlation token."
0x000F,Interaction,0x0107,INTERACT_ERROR,FrameInteractError,interaction.go,application,"Structured failure or hold for any request; echoes the correlation token and carries an Interaction error code, including the approval-held non-success outcome."
0x0011,Workflow,0x0100,WORKFLOW_SUBMIT_REQ,FrameWorkflowSubmitReq,workflow.go,application,"Delegate a unit of agentic work for execution; carries the work descriptor and its declared side-effect class."
0x0011,Workflow,0x0101,WORKFLOW_SUBMIT_RESULT,FrameWorkflowSubmitResult,workflow.go,application,"Acceptance reply to a submit; assigns the durable task_id and the task's initial lifecycle state. Echoes the request's correlation token."
0x0011,Workflow,0x0102,WORKFLOW_STATUS_REQ,FrameWorkflowStatusReq,workflow.go,application,"Query the current lifecycle state of a delegated task."
0x0011,Workflow,0x0103,WORKFLOW_STATUS_RESULT,FrameWorkflowStatusResult,workflow.go,application,"Current-state reply to a status query."
0x0011,Workflow,0x0104,WORKFLOW_CANCEL_REQ,FrameWorkflowCancelReq,workflow.go,application,"Request cancellation of an in-flight task."
0x0011,Workflow,0x0105,WORKFLOW_CANCEL_RESULT,FrameWorkflowCancelResult,workflow.go,application,"Cancellation reply carrying the task's resulting lifecycle state."
0x0011,Workflow,0x0106,WORKFLOW_STEP_EVENT,FrameWorkflowStepEvent,workflow.go,application,"Unsolicited progress event for a running task; correlated to the task by task_id."
0x0011,Workflow,0x0107,WORKFLOW_COMPLETE,FrameWorkflowComplete,workflow.go,application,"Unsolicited terminal event carrying the task's final state and output; correlated to the task by task_id."
0x0011,Workflow,0x0108,WORKFLOW_ERROR,FrameWorkflowError,workflow.go,application,"Structured failure for a request; echoes the correlation token and carries a Workflow error code."
0x0012,Knowledge,0x0100,KNOWLEDGE_QUERY_REQ,FrameKnowledgeQueryReq,knowledge.go,application,"Issue a retrieval query; request a ranked, provenance-bearing result set."
0x0012,Knowledge,0x0101,KNOWLEDGE_QUERY_RESULT,FrameKnowledgeQueryResult,knowledge.go,application,"A bounded ranked result set delivered in a single frame; echoes the request's correlation token."
0x0012,Knowledge,0x0102,KNOWLEDGE_QUERY_STREAM_DATA,FrameKnowledgeQueryStreamData,knowledge.go,application,"One page of a large ranked result set; final is not set."
0x0012,Knowledge,0x0103,KNOWLEDGE_QUERY_STREAM_END,FrameKnowledgeQueryStreamEnd,knowledge.go,application,"Terminates a streamed retrieval; final is set."
0x0012,Knowledge,0x0104,KNOWLEDGE_SUBSCRIBE_REQ,FrameKnowledgeSubscribeReq,knowledge.go,application,"Subscribe to a continuing (standing) query; carries an initial credit grant."
0x0012,Knowledge,0x0105,KNOWLEDGE_SUBSCRIBE_ACK,FrameKnowledgeSubscribeAck,knowledge.go,application,"Accepts a subscription; echoes corr; returns the subscription id and effective credit."
0x0012,Knowledge,0x0106,KNOWLEDGE_UPDATE,FrameKnowledgeUpdate,knowledge.go,application,"A pushed ranked-result update under a subscription; echoes corr, names its sub_id, one-way."
0x0012,Knowledge,0x0107,KNOWLEDGE_CREDIT,FrameKnowledgeCredit,knowledge.go,application,"Consumer replenishes per-subscription update credit (backpressure); echoes corr."
0x0012,Knowledge,0x0108,KNOWLEDGE_UNSUBSCRIBE,FrameKnowledgeUnsubscribe,knowledge.go,application,"Cancels a subscription; echoes corr; no reply (idempotent)."
0x0012,Knowledge,0x0109,KNOWLEDGE_ERROR,FrameKnowledgeError,knowledge.go,application,"Structured failure for any request; echoes the correlation token and carries a Knowledge error code."
